order_id,customer_id,order_date,status,region_code
38,393,2024-10-19 04:01:44,DELIVERED,SOUTH
39,502,2024-03-24 16:32:27,SHIPPED,WEST
40,368,2023-01-15 21:17:47,SHIPPED,WEST
41,518,2025-10-11 12:12:19,DELIVERED,WEST
42,455,2025-01-29 04:02:18,DELIVERED,SOUTH
43,282,2023-12-16 06:46:12,SHIPPED,WEST
44,508,2025-05-03 23:16:39,DELIVERED,EAST
45,376,2025-04-22 00:50:30,PLACED,WEST
46,436,2023-06-09 02:21:41,DELIVERED,SOUTH
47,34,2024-11-29 15:14:13,CANCELLED,NORTH
48,121,2024-01-04 01:59:21,DELIVERED,EAST
49,439,2023-09-15 20:14:35,DELIVERED,SOUTH
50,584,2024-06-28 23:20:56,DELIVERED,SOUTH
51,300,2024-03-25 11:07:30,RETURNED,CENTRAL
52,98,2023-07-30 15:07:14,DELIVERED,NORTH
53,130,2025-12-25 15:04:34,SHIPPED,EAST
54,403,2025-01-30 08:20:38,DELIVERED,WEST
55,78,2025-09-11 07:21:18,DELIVERED,WEST
56,285,2025-12-15 04:25:40,DELIVERED,WEST
57,3,2023-05-25 16:34:21,DELIVERED,EAST
58,548,2024-09-09 19:55:20,DELIVERED,SOUTH
59,331,2024-03-16 13:06:58,DELIVERED,CENTRAL
60,352,2025-11-26 07:22:48,PLACED,WEST
61,,2023-09-03 10:03:08,PLACED,WEST
62,136,2025-10-06 17:39:07,CANCELLED,EAST
63,370,2024-01-24 23:11:20,DELIVERED,SOUTH
64,313,2025-12-22 13:03:51,DELIVERED,NORTH
65,2,2023-11-28 12:55:05,PLACED,SOUTH
66,456,2023-01-15 00:00:00,SHIPPED,NORTH
67,433,2025-12-14 03:21:04,PLACED,WEST
68,105,2023-06-10 07:37:55,CANCELLED,SOUTH
69,137,2025-09-23 15:41:32,PLACED,CENTRAL
70,169,2024-11-14 16:05:44,SHIPPED,SOUTH
71,454,2023-12-04 11:28:07,PLACED,NORTH
72,394,2024-06-30 02:11:54,SHIPPED,SOUTH
73,87,2024-01-21 12:20:14,DELIVERED,CENTRAL
74,28,2025-10-19 19:07:52,SHIPPED,CENTRAL
75,402,2024-04-04 02:36:22,DELIVERED,SOUTH
76,116,2024-01-10 12:10:45,DELIVERED,CENTRAL
77,13,2024-07-14 22:43:00,PLACED,CENTRAL
78,560,2025-11-26 21:55:30,DELIVERED,NORTH
79,,2023-04-15 00:00:00,SHIPPED,NORTH
80,408,2025-02-25 23:48:44,DELIVERED,WEST
81,412,2023-05-09 01:07:53,DELIVERED,SOUTH
82,318,2023-05-03 18:08:14,SHIPPED,SOUTH
83,401,2025-06-29 23:57:43,CANCELLED,NORTH
84,448,2024-01-06 00:00:00,PLACED,WEST
85,57,2024-04-25 11:10:09,DELIVERED,SOUTH
86,141,2025-12-25 00:00:00,DELIVERED,EAST
87,266,2023-09-17 08:49:48,DELIVERED,EAST
88,121,2023-02-15 14:28:49,DELIVERED,CENTRAL
89,591,2025-09-01 00:00:00,DELIVERED,EAST
90,581,2023-09-17 05:47:21,SHIPPED,NORTH
91,119,2023-12-21 19:32:02,PLACED,NORTH
92,484,2024-07-19 10:01:38,SHIPPED,NORTH
93,430,2023-12-15 18:32:15,DELIVERED,EAST
94,80,2025-06-06 20:24:18,DELIVERED,NORTH
95,529,2023-03-13 08:20:31,PLACED,WEST
96,319,2024-05-23 10:39:46,DELIVERED,EAST
97,578,2024-04-17 02:33:36,SHIPPED,EAST
98,506,2023-10-31 13:52:33,DELIVERED,SOUTH
99,420,2023-02-07 03:26:20,SHIPPED,NORTH
100,2,2025-10-18 02:03:49,DELIVERED,EAST
101,543,2024-01-05 23:31:53,RETURNED,SOUTH
102,96,2023-03-10 04:43:13,CANCELLED,CENTRAL
103,382,2024-12-13 04:33:14,PLACED,NORTH
104,404,2023-04-27 05:52:57,PLACED,SOUTH
105,268,2024-05-04 08:23:00,DELIVERED,EAST
106,279,2023-12-29 00:00:00,SHIPPED,CENTRAL
107,109,2023-09-13 08:20:36,SHIPPED,NORTH
108,213,2024-12-03 00:41:23,SHIPPED,NORTH
109,312,2025-12-30 17:17:57,PLACED,EAST
110,255,2024-07-06 15:03:04,PLACED,EAST
111,179,2023-02-18 06:49:27,CANCELLED,CENTRAL
112,256,2023-05-28 03:36:51,CANCELLED,SOUTH
113,64,2023-12-12 07:30:08,CANCELLED,EAST
114,87,2025-06-23 14:36:17,RETURNED,NORTH
115,,2023-04-11 03:41:30,DELIVERED,SOUTH
116,340,2023-07-10 00:00:00,DELIVERED,SOUTH
117,444,2024-09-05 14:37:06,DELIVERED,WEST
118,220,2023-10-18 17:29:57,DELIVERED,SOUTH
119,,2025-08-19 20:34:29,DELIVERED,WEST
120,564,2025-01-14 00:00:00,SHIPPED,SOUTH
121,539,2024-01-23 00:54:05,CANCELLED,NORTH
122,368,2025-01-15 03:55:55,DELIVERED,CENTRAL
123,398,2024-02-25 02:34:23,SHIPPED,SOUTH
124,,2024-03-12 00:00:00,RETURNED,CENTRAL
125,599,2023-12-28 14:00:03,PLACED,SOUTH
126,58,2023-12-07 20:15:24,RETURNED,WEST
127,178,2023-10-01 13:29:51,SHIPPED,EAST
128,29,2025-12-28 18:37:27,RETURNED,CENTRAL
129,193,2025-02-03 15:32:32,SHIPPED,NORTH
130,239,2025-07-23 15:36:52,DELIVERED,NORTH
131,207,2023-07-22 17:00:10,SHIPPED,EAST
132,152,2025-06-30 06:22:30,PLACED,NORTH
133,374,2023-04-23 16:10:27,RETURNED,WEST
134,345,2024-04-13 18:37:13,RETURNED,WEST
135,499,2025-10-05 11:11:40,DELIVERED,CENTRAL
136,366,2023-12-13 18:53:11,CANCELLED,WEST
137,302,2023-07-17 19:53:28,PLACED,CENTRAL
138,582,2023-02-20 07:18:58,SHIPPED,CENTRAL
139,580,2023-06-11 17:30:38,PLACED,NORTH
140,328,2023-09-18 19:17:47,RETURNED,EAST
141,272,2023-11-22 17:35:48,PLACED,EAST
142,2,2023-03-16 19:04:02,DELIVERED,SOUTH
143,505,2024-08-11 07:25:41,DELIVERED,WEST
144,592,2025-10-08 05:54:15,SHIPPED,WEST
145,35,2024-04-03 00:00:00,SHIPPED,NORTH
146,175,2024-08-06 06:05:04,PLACED,NORTH
147,495,2025-12-30 00:00:00,RETURNED,SOUTH
148,445,2023-09-02 00:00:00,SHIPPED,SOUTH
149,568,2025-04-19 01:20:08,SHIPPED,SOUTH
150,403,2025-06-07 05:07:24,DELIVERED,NORTH
151,438,2023-05-17 03:01:19,DELIVERED,CENTRAL
152,100,2023-02-09 23:29:46,DELIVERED,NORTH
153,119,2024-04-24 00:14:52,DELIVERED,EAST
154,558,2024-08-25 00:03:29,CANCELLED,EAST
155,46,2024-02-14 00:23:06,SHIPPED,EAST
156,155,2025-12-17 22:19:08,PLACED,EAST
157,424,2025-07-05 02:35:43,PLACED,WEST
158,429,2025-04-11 21:25:27,RETURNED,CENTRAL
159,488,2024-04-09 00:00:00,RETURNED,NORTH
160,530,2025-06-06 18:31:12,DELIVERED,NORTH
161,460,2023-09-26 13:23:42,SHIPPED,SOUTH
162,130,2023-03-08 07:04:22,RETURNED,WEST
163,152,2025-07-13 08:59:04,RETURNED,NORTH
164,570,2024-09-09 06:28:04,CANCELLED,CENTRAL
165,13,2025-12-24 01:15:23,DELIVERED,WEST
166,154,2023-08-19 05:17:12,DELIVERED,NORTH
167,577,2023-06-06 21:11:47,CANCELLED,EAST
168,271,2024-08-18 00:53:44,DELIVERED,WEST
169,,2024-03-03 20:11:00,DELIVERED,WEST
170,,2024-05-29 22:59:41,PLACED,WEST
171,382,2023-02-01 10:20:12,DELIVERED,EAST
172,504,2025-12-17 11:34:39,RETURNED,SOUTH
173,454,2024-05-13 10:50:16,DELIVERED,NORTH
174,217,2024-09-24 12:24:40,DELIVERED,EAST
175,528,2023-09-04 00:00:00,DELIVERED,WEST
176,537,2025-06-02 00:00:00,SHIPPED,SOUTH
177,256,2023-02-21 08:58:40,RETURNED,SOUTH
178,476,2025-02-23 16:28:34,RETURNED,NORTH
179,501,2025-07-11 19:33:01,RETURNED,WEST
180,359,2024-06-18 18:31:59,CANCELLED,NORTH
181,396,2023-03-19 03:07:30,DELIVERED,SOUTH
182,231,2025-11-18 18:18:36,DELIVERED,CENTRAL
183,,2025-11-25 00:00:00,RETURNED,SOUTH
184,9,2023-12-14 14:45:05,CANCELLED,EAST
185,282,2024-10-20 08:39:45,CANCELLED,WEST
186,478,2024-04-14 08:47:07,CANCELLED,WEST
187,8,2025-03-05 14:36:48,RETURNED,EAST
188,290,2024-04-08 15:59:20,DELIVERED,EAST
189,333,2024-03-06 03:01:06,DELIVERED,EAST
190,530,2024-01-09 07:06:38,CANCELLED,CENTRAL
191,328,2025-11-23 12:24:50,PLACED,WEST
192,266,2024-10-12 05:15:35,DELIVERED,CENTRAL
193,586,2023-10-23 00:33:01,DELIVERED,CENTRAL
194,488,2025-11-09 17:04:20,SHIPPED,SOUTH
195,572,2023-10-09 09:14:03,DELIVERED,EAST
196,573,2023-10-12 09:16:58,CANCELLED,NORTH
197,229,2024-04-22 00:58:07,CANCELLED,EAST
198,302,2024-12-21 10:14:57,DELIVERED,CENTRAL
199,73,2025-01-03 13:37:32,DELIVERED,WEST
200,424,2023-03-25 23:34:34,SHIPPED,SOUTH
201,584,2024-12-11 19:29:58,CANCELLED,SOUTH
202,500,2024-05-31 17:19:28,SHIPPED,NORTH
203,,2024-02-29 21:51:28,DELIVERED,CENTRAL
204,502,2023-05-17 18:25:09,DELIVERED,WEST
205,489,2024-08-18 00:00:00,DELIVERED,EAST
206,330,2025-04-04 22:22:28,DELIVERED,SOUTH
207,353,2024-04-29 19:38:34,DELIVERED,CENTRAL
208,67,2023-03-13 00:30:13,SHIPPED,CENTRAL
209,346,2024-11-04 16:12:41,RETURNED,EAST
210,502,2024-07-12 01:50:37,SHIPPED,WEST
211,,2023-12-15 11:18:23,PLACED,NORTH
212,174,2023-07-11 07:48:41,DELIVERED,NORTH
213,262,2025-04-10 16:18:26,DELIVERED,NORTH
214,21,2023-03-16 22:19:59,DELIVERED,WEST
215,259,2025-01-06 22:46:38,SHIPPED,NORTH
216,104,2025-10-26 03:09:18,DELIVERED,SOUTH
217,108,2025-03-05 17:15:47,PLACED,NORTH
218,510,2023-11-05 14:05:03,DELIVERED,CENTRAL
219,367,2025-12-28 18:01:22,SHIPPED,CENTRAL
220,213,2025-12-05 02:06:05,SHIPPED,NORTH
221,,2023-05-19 06:15:58,CANCELLED,WEST
222,93,2025-03-05 00:00:00,DELIVERED,EAST
223,468,2024-04-04 20:30:24,PLACED,SOUTH
224,298,2024-07-13 13:46:33,SHIPPED,NORTH
225,47,2023-01-16 00:36:37,DELIVERED,SOUTH
226,449,2025-08-23 22:38:47,DELIVERED,EAST
227,188,2023-06-26 19:57:52,RETURNED,EAST
228,490,2024-10-17 03:36:00,DELIVERED,NORTH
229,61,2023-09-05 14:41:28,RETURNED,WEST
230,449,2023-10-09 13:53:00,DELIVERED,CENTRAL
231,,2025-11-29 06:40:20,DELIVERED,SOUTH
232,500,2023-06-25 10:36:51,DELIVERED,NORTH
233,322,2023-01-20 04:49:19,DELIVERED,CENTRAL
234,230,2025-11-06 13:36:27,DELIVERED,CENTRAL
235,255,2025-01-18 15:38:26,DELIVERED,WEST
236,572,2025-08-10 00:00:00,DELIVERED,SOUTH
237,481,2025-02-09 06:03:57,PLACED,WEST
238,339,2024-03-08 00:00:00,SHIPPED,WEST
239,241,2023-05-03 11:01:03,CANCELLED,WEST
240,511,2024-11-25 11:54:27,RETURNED,NORTH
241,423,2023-02-25 15:54:40,PLACED,NORTH
242,312,2025-02-28 16:12:16,DELIVERED,WEST
243,373,2023-03-26 07:31:35,CANCELLED,EAST
244,485,2025-10-17 20:58:09,DELIVERED,NORTH
245,228,2023-01-04 09:54:29,CANCELLED,EAST
246,383,2025-12-26 16:02:17,CANCELLED,WEST
247,420,2023-06-16 03:48:50,SHIPPED,NORTH
248,403,2023-12-01 21:45:33,DELIVERED,EAST
249,425,2023-03-14 05:39:32,CANCELLED,CENTRAL
250,462,2024-12-11 12:39:21,RETURNED,SOUTH
251,5,2025-04-03 21:24:57,DELIVERED,WEST
252,495,2025-02-28 16:01:26,RETURNED,CENTRAL
253,132,2023-06-10 20:46:17,DELIVERED,EAST
254,394,2024-10-12 08:57:10,RETURNED,SOUTH
255,352,2024-04-01 23:35:04,PLACED,WEST
256,525,2024-04-09 08:17:21,DELIVERED,EAST
257,567,2025-09-09 16:24:51,SHIPPED,EAST
258,136,2025-10-06 20:58:37,SHIPPED,CENTRAL
259,331,2023-06-29 06:37:10,DELIVERED,CENTRAL
260,428,2025-11-13 09:37:08,CANCELLED,EAST
261,433,2023-01-20 20:07:09,PLACED,SOUTH
262,58,2023-11-07 12:54:08,DELIVERED,EAST
263,150,2023-04-07 08:45:04,SHIPPED,CENTRAL
264,,2024-12-04 01:56:46,CANCELLED,CENTRAL
265,575,2024-08-27 02:44:44,DELIVERED,EAST
266,49,2024-08-15 18:25:53,RETURNED,EAST
267,56,2023-01-21 03:22:44,SHIPPED,WEST
268,377,2025-07-03 00:35:43,DELIVERED,SOUTH
269,182,2025-11-26 00:00:00,RETURNED,CENTRAL
270,42,2024-10-27 15:55:45,SHIPPED,SOUTH
271,262,2023-01-09 18:27:57,DELIVERED,SOUTH
272,,2024-05-16 04:31:09,DELIVERED,CENTRAL
273,309,2025-02-01 01:03:52,DELIVERED,NORTH
274,326,2025-03-27 04:08:52,SHIPPED,NORTH
275,164,2024-10-08 03:02:26,DELIVERED,EAST
276,219,2025-10-27 10:54:06,DELIVERED,SOUTH
277,544,2025-01-07 15:57:32,CANCELLED,NORTH
278,355,2024-11-23 07:40:45,DELIVERED,CENTRAL
279,41,2025-11-26 07:21:32,DELIVERED,NORTH
280,554,2024-03-15 00:00:00,DELIVERED,EAST
281,521,2024-11-23 03:33:54,SHIPPED,SOUTH
282,85,2023-05-30 01:30:54,RETURNED,CENTRAL
283,68,2023-11-24 10:30:10,DELIVERED,WEST
284,211,2025-04-15 08:55:48,CANCELLED,WEST
285,74,2025-12-01 17:33:25,DELIVERED,EAST
286,,2023-04-24 00:00:00,DELIVERED,CENTRAL
287,234,2024-02-06 19:05:41,DELIVERED,WEST
288,18,2024-08-28 01:40:55,DELIVERED,CENTRAL
289,600,2023-03-12 16:59:28,PLACED,CENTRAL
290,309,2025-07-31 06:24:49,DELIVERED,WEST
291,32,2025-01-06 07:32:29,SHIPPED,WEST
292,559,2024-04-03 05:35:39,PLACED,EAST
293,12,2025-05-09 20:52:38,PLACED,NORTH
294,,2025-07-15 20:54:23,DELIVERED,NORTH
295,353,2023-11-25 22:07:31,DELIVERED,CENTRAL
296,189,2023-12-09 23:34:19,SHIPPED,NORTH
297,581,2023-03-26 11:44:34,RETURNED,CENTRAL
298,563,2023-04-24 15:01:38,PLACED,NORTH
299,595,2025-01-26 19:46:29,DELIVERED,SOUTH
300,72,2023-10-28 14:08:58,DELIVERED,CENTRAL
301,599,2023-08-25 17:41:45,DELIVERED,EAST
302,173,2023-01-08 12:08:44,DELIVERED,WEST
303,369,2023-07-28 15:17:03,SHIPPED,WEST
304,368,2024-04-19 12:48:50,PLACED,CENTRAL
305,288,2023-08-06 11:38:25,SHIPPED,NORTH
306,20,2025-02-26 20:58:40,CANCELLED,CENTRAL
307,218,2023-02-26 22:38:46,DELIVERED,CENTRAL
308,153,2024-07-22 06:42:25,CANCELLED,CENTRAL
309,298,2023-07-27 23:27:18,DELIVERED,WEST
310,11,2025-10-26 10:26:41,RETURNED,CENTRAL
311,527,2023-08-07 01:23:55,SHIPPED,CENTRAL
312,150,2025-01-21 02:18:49,PLACED,WEST
313,271,2024-07-27 21:32:31,DELIVERED,CENTRAL
314,370,2024-08-25 21:09:35,DELIVERED,NORTH
315,,2025-10-04 10:45:18,DELIVERED,CENTRAL
316,281,2024-02-14 01:08:04,DELIVERED,WEST
317,375,2025-07-01 22:15:16,CANCELLED,CENTRAL
318,229,2025-03-13 03:44:07,CANCELLED,EAST
319,494,2025-07-27 00:00:00,CANCELLED,WEST
320,79,2025-03-10 07:29:20,SHIPPED,SOUTH
321,122,2025-10-23 23:57:14,CANCELLED,NORTH
322,491,2025-01-14 03:12:12,SHIPPED,WEST
323,,2023-03-09 00:32:14,DELIVERED,SOUTH
324,41,2025-06-07 23:44:45,SHIPPED,SOUTH
325,416,2025-07-20 01:40:04,DELIVERED,EAST
326,222,2024-11-28 19:30:54,DELIVERED,WEST
327,421,2025-07-22 08:53:27,DELIVERED,SOUTH
328,524,2024-02-15 22:02:47,DELIVERED,WEST
329,71,2023-12-24 00:04:44,PLACED,NORTH
330,517,2025-11-29 03:04:55,PLACED,NORTH
331,40,2025-04-05 13:08:40,PLACED,WEST
332,553,2023-01-02 20:44:48,DELIVERED,WEST
333,380,2023-03-09 11:29:47,DELIVERED,WEST
334,391,2024-06-28 12:15:04,DELIVERED,CENTRAL
335,138,2024-01-31 09:07:11,SHIPPED,NORTH
336,557,2024-09-26 19:27:12,PLACED,NORTH
337,121,2025-03-18 00:00:00,DELIVERED,EAST
338,110,2023-08-29 10:33:49,DELIVERED,EAST
339,434,2025-05-27 04:25:56,SHIPPED,WEST
340,424,2025-05-07 15:57:51,DELIVERED,EAST
341,496,2024-01-30 05:30:58,DELIVERED,WEST
342,122,2023-12-23 22:29:42,DELIVERED,SOUTH
343,521,2024-09-14 05:59:34,CANCELLED,CENTRAL
344,54,2023-09-07 16:44:50,DELIVERED,NORTH
345,483,2025-07-21 10:46:19,PLACED,SOUTH
346,39,2024-08-20 00:42:43,DELIVERED,CENTRAL
347,59,2023-09-30 06:34:52,DELIVERED,SOUTH
348,531,2024-03-20 07:05:44,DELIVERED,CENTRAL
349,238,2025-08-13 15:56:42,PLACED,SOUTH
350,162,2023-05-15 21:44:04,DELIVERED,EAST
351,416,2025-06-29 10:39:08,PLACED,NORTH
352,563,2024-03-17 22:41:49,DELIVERED,CENTRAL
353,284,2023-12-18 12:54:29,SHIPPED,WEST
354,268,2023-09-29 21:46:11,PLACED,NORTH
355,349,2023-07-01 18:24:41,RETURNED,CENTRAL
356,589,2024-01-24 13:57:02,RETURNED,CENTRAL
357,250,2024-06-11 15:28:15,DELIVERED,WEST
358,29,2025-01-18 17:09:00,PLACED,SOUTH
359,236,2024-05-05 11:17:36,DELIVERED,CENTRAL
360,,2024-02-14 02:23:17,PLACED,EAST
361,183,2025-01-10 07:16:30,SHIPPED,CENTRAL
362,195,2025-02-14 04:02:37,SHIPPED,SOUTH
363,212,2023-12-23 01:28:34,SHIPPED,CENTRAL
364,110,2023-07-06 05:23:38,DELIVERED,WEST
365,555,2023-03-07 15:41:00,DELIVERED,EAST
366,589,2024-03-02 18:47:23,RETURNED,CENTRAL
367,228,2025-06-14 19:38:11,DELIVERED,WEST
368,554,2023-02-20 14:01:24,DELIVERED,SOUTH
369,124,2025-12-20 16:26:39,SHIPPED,NORTH
370,,2023-11-24 09:25:06,PLACED,EAST
371,266,2023-10-18 17:32:55,SHIPPED,WEST
372,352,2024-07-22 10:38:28,DELIVERED,WEST
373,382,2024-07-21 03:05:37,SHIPPED,SOUTH
374,590,2025-12-01 16:22:40,PLACED,EAST
375,569,2024-11-02 10:16:58,SHIPPED,SOUTH
376,10,2023-10-02 08:23:47,PLACED,CENTRAL
377,324,2025-01-25 22:30:57,DELIVERED,CENTRAL
378,,2023-06-03 18:02:52,PLACED,EAST
379,99,2024-11-29 19:48:11,SHIPPED,EAST
380,264,2024-06-18 00:00:00,PLACED,CENTRAL
381,590,2025-10-06 12:44:28,SHIPPED,EAST
382,523,2025-01-27 07:05:02,DELIVERED,NORTH
383,294,2024-12-21 09:55:50,PLACED,SOUTH
384,346,2024-10-17 06:27:30,DELIVERED,NORTH
385,352,2023-12-21 12:34:53,DELIVERED,EAST
386,405,2024-02-26 08:51:43,DELIVERED,EAST
387,534,2024-11-30 11:58:40,SHIPPED,NORTH
388,241,2025-10-25 09:59:22,DELIVERED,NORTH
389,407,2023-06-10 00:27:56,RETURNED,WEST
390,27,2024-09-08 17:41:58,RETURNED,NORTH
391,160,2023-05-11 23:21:06,CANCELLED,EAST
392,291,2024-11-19 10:13:05,PLACED,SOUTH
393,,2025-10-27 18:54:17,RETURNED,WEST
394,554,2024-02-28 04:20:45,PLACED,CENTRAL
395,468,2025-09-07 07:09:24,CANCELLED,WEST
396,547,2024-04-26 01:00:39,DELIVERED,SOUTH
397,453,2024-04-23 06:09:28,SHIPPED,EAST
398,,2025-03-23 22:38:36,CANCELLED,EAST
399,548,2023-01-13 22:05:03,DELIVERED,WEST
400,441,2024-03-31 00:56:47,DELIVERED,CENTRAL
401,422,2025-05-20 18:58:52,SHIPPED,WEST
402,226,2024-02-13 00:00:00,DELIVERED,CENTRAL
403,279,2024-03-18 05:31:20,DELIVERED,EAST
404,71,2023-10-11 08:37:57,PLACED,WEST
405,279,2025-12-24 03:30:40,SHIPPED,NORTH
406,548,2023-02-04 09:05:57,PLACED,EAST
407,449,2023-01-13 17:52:14,SHIPPED,WEST
408,431,2024-04-29 00:25:14,DELIVERED,EAST
409,33,2024-05-28 00:33:43,DELIVERED,SOUTH
410,402,2023-04-21 21:24:51,SHIPPED,EAST
411,13,2023-07-09 11:03:22,DELIVERED,WEST
412,454,2024-01-19 22:52:27,PLACED,WEST
413,97,2025-03-20 13:28:28,SHIPPED,WEST
414,320,2024-05-16 20:40:07,DELIVERED,CENTRAL
415,260,2025-01-17 13:32:22,SHIPPED,NORTH
416,224,2023-06-25 10:16:41,DELIVERED,NORTH
417,283,2025-06-27 07:04:44,DELIVERED,NORTH
418,596,2025-12-09 01:04:45,DELIVERED,EAST
419,255,2023-09-02 23:25:28,DELIVERED,EAST
420,62,2023-04-03 20:34:42,SHIPPED,CENTRAL
421,129,2025-01-27 20:06:03,RETURNED,EAST
422,450,2023-10-27 00:00:00,DELIVERED,SOUTH
423,41,2025-01-23 21:22:29,DELIVERED,CENTRAL
424,195,2025-05-30 08:10:19,SHIPPED,WEST
425,568,2023-09-07 00:00:00,SHIPPED,EAST
426,555,2024-07-24 06:57:13,DELIVERED,CENTRAL
427,190,2023-01-30 01:55:36,DELIVERED,CENTRAL
428,65,2025-10-19 14:48:29,CANCELLED,SOUTH
429,510,2025-05-06 16:12:36,SHIPPED,WEST
430,114,2023-05-30 12:41:41,PLACED,SOUTH
431,33,2023-11-10 22:03:08,SHIPPED,NORTH
432,398,2025-10-19 01:04:56,DELIVERED,CENTRAL
433,376,2023-12-09 21:08:30,PLACED,SOUTH
434,82,2024-12-28 02:30:34,PLACED,CENTRAL
435,426,2024-07-27 07:52:35,PLACED,CENTRAL
436,42,2023-04-20 08:15:34,PLACED,SOUTH
437,100,2023-06-07 05:56:45,DELIVERED,SOUTH
438,255,2025-06-04 12:10:18,SHIPPED,CENTRAL
439,109,2025-09-19 01:38:22,DELIVERED,WEST
440,171,2023-10-08 05:40:13,DELIVERED,SOUTH
441,454,2024-07-01 07:35:36,DELIVERED,EAST
442,423,2025-09-10 16:55:44,DELIVERED,CENTRAL
443,559,2023-11-29 07:49:08,DELIVERED,EAST
444,464,2024-11-26 04:00:04,PLACED,NORTH
445,17,2025-03-15 01:52:32,CANCELLED,NORTH
446,228,2023-11-30 17:10:29,PLACED,EAST
447,524,2025-05-14 05:13:40,DELIVERED,NORTH
448,,2024-07-06 11:48:27,SHIPPED,CENTRAL
449,263,2024-04-11 12:05:10,DELIVERED,SOUTH
450,333,2025-01-19 14:08:26,CANCELLED,CENTRAL
451,98,2025-07-13 15:49:39,PLACED,CENTRAL
452,58,2024-06-03 10:56:58,CANCELLED,WEST
453,124,2023-12-19 04:38:50,CANCELLED,NORTH
454,392,2023-03-26 02:02:10,PLACED,CENTRAL
455,335,2025-02-19 10:53:22,SHIPPED,WEST
456,590,2025-02-23 01:40:26,DELIVERED,WEST
457,345,2023-05-09 05:30:17,DELIVERED,CENTRAL
458,88,2024-09-11 02:09:53,DELIVERED,SOUTH
459,493,2025-05-18 20:04:22,DELIVERED,CENTRAL
460,537,2024-01-18 12:42:37,SHIPPED,WEST
461,590,2023-05-20 04:19:50,DELIVERED,EAST
462,329,2024-06-19 04:49:10,PLACED,EAST
463,359,2025-08-15 06:23:01,CANCELLED,CENTRAL
464,46,2023-12-29 17:07:23,DELIVERED,NORTH
465,56,2024-01-13 13:29:51,RETURNED,EAST
466,,2025-12-13 18:33:38,SHIPPED,WEST
467,,2023-11-21 16:26:25,SHIPPED,CENTRAL
468,265,2025-05-02 12:44:56,DELIVERED,SOUTH
469,19,2024-08-08 00:54:51,DELIVERED,NORTH
470,62,2024-03-17 04:47:32,DELIVERED,EAST
471,9,2023-04-14 10:56:44,SHIPPED,EAST
472,20,2024-03-30 09:01:31,DELIVERED,SOUTH
473,521,2023-06-04 17:29:43,DELIVERED,CENTRAL
474,191,2023-11-05 22:36:17,DELIVERED,NORTH
475,,2025-04-02 10:02:07,DELIVERED,SOUTH
476,,2025-11-29 00:58:35,DELIVERED,SOUTH
477,514,2024-03-04 13:29:15,DELIVERED,WEST
478,31,2025-05-12 01:38:18,SHIPPED,EAST
479,141,2023-05-17 09:14:07,DELIVERED,CENTRAL
480,233,2024-10-10 07:18:52,SHIPPED,EAST
481,338,2024-11-28 18:14:27,SHIPPED,SOUTH
482,208,2023-08-03 13:06:02,DELIVERED,CENTRAL
483,441,2023-08-14 11:40:24,DELIVERED,SOUTH
484,571,2025-04-07 22:14:47,PLACED,EAST
485,150,2023-02-15 19:13:07,CANCELLED,WEST
