item_id,order_id,product_id,quantity,unit_price,discount_percent
120,1567,126,3,439.47,87.5
121,43,100,4,839.03,60.7
122,1441,97,1,172.54,40.4
123,724,75,4,898.96,37.9
124,1968,145,1,247.85,69.8
125,1639,89,1,362.72,2.0
126,913,66,4,351.49,26.9
127,533,57,4,854.38,64.5
128,1660,98,2,367.75,76.1
129,1876,142,2,54.81,7.9
130,928,112,2,282.12,91.6
131,639,60,2,872.45,62.1
132,1604,121,2,942.31,89.5
133,1655,20,2,72.05,10.2
134,367,119,5,555.67,36.9
135,1093,3,2,328.85,17.2
136,1666,15,1,396.84,16.7
137,1734,95,2,576.0,27.9
138,359,42,1,641.94,75.5
139,773,118,-2,531.25,49.0
140,1128,135,5,469.29,64.7
141,1611,104,5,752.87,52.3
142,1031,10,4,210.86,60.0
143,612,106,1,385.66,30.0
144,998,56,2,438.36,63.8
145,1772,36,5,650.83,30.2
146,34,65,2,489.34,46.6
147,1808,107,2,959.82,24.5
148,1311,14,1,353.8,90.9
149,1787,76,4,358.0,51.3
150,1913,85,4,197.51,92.2
151,208,144,2,273.26,2.5
152,1068,104,-3,337.37,61.3
153,669,133,3,587.69,88.4
154,888,141,5,730.02,56.6
155,1983,97,2,333.5,71.4
156,1301,51,3,97.72,38.4
157,86,35,1,198.52,56.9
158,1692,146,2,258.87,91.6
159,2002,68,2,728.6,78.7
160,1875,127,2,118.67,66.9
161,702,96,5,851.34,95.6
162,1144,85,5,633.37,32.7
163,1397,72,5,807.16,77.8
164,1669,70,1,331.51,50.9
165,1484,77,4,802.67,25.8
166,1137,57,2,881.34,24.9
167,1897,130,1,366.18,74.3
168,679,42,3,624.94,94.8
169,1588,15,3,438.45,81.5
170,970,95,1,122.64,23.6
171,1008,104,4,432.96,23.5
172,1648,84,2,595.48,85.3
173,169,110,1,495.19,9.2
174,1655,1,2,473.85,3.3
175,1728,92,3,667.73,8.8
176,635,150,3,86.93,4.0
177,2004,126,2,112.0,59.3
178,1078,73,1,142.92,46.2
179,323,58,5,690.59,3.2
180,1362,116,2,361.96,50.9
181,1446,61,4,795.29,84.7
182,432,40,2,41.61,5.9
183,303,33,1,153.58,7.3
184,1409,124,3,438.16,12.3
185,1931,78,5,937.75,21.0
186,70,50,3,348.36,4.9
187,1646,128,3,466.19,96.7
188,1767,84,3,746.55,70.7
189,1963,48,5,12.4,78.3
190,852,86,1,152.43,88.4
191,1237,52,4,722.18,41.8
192,1294,96,3,340.49,10.5
193,1986,38,5,335.86,65.9
194,1035,136,3,993.66,61.2
195,891,141,1,293.74,99.7
196,583,17,-3,477.14,87.8
197,1873,81,5,835.63,22.3
198,1826,149,1,257.87,26.5
199,84,116,2,242.79,0.2
200,156,140,3,940.22,1.6
201,1501,14,3,499.15,58.0
202,1132,61,3,926.0,38.9
203,363,4,5,686.66,8.0
204,1939,34,-4,931.43,73.1
205,599,110,3,208.07,16.4
206,1909,139,3,693.1,63.9
207,319,1,1,953.82,6.6
208,1554,30,3,766.08,33.8
209,1711,32,5,483.84,61.4
210,730,100,1,807.57,54.5
211,38,23,5,992.16,16.2
212,1070,90,5,34.64,85.4
213,886,104,1,216.3,19.0
214,1585,18,5,976.26,74.5
215,1913,118,4,390.34,64.3
216,86,1,1,573.08,1.7
217,763,2,3,969.74,86.2
218,1727,144,1,767.29,59.3
219,1134,88,5,124.15,81.1
220,1307,138,3,823.05,29.3
221,113,36,3,697.43,81.6
222,575,20,3,975.25,36.4
223,1513,7,3,981.35,32.8
224,1781,26,2,365.72,9.5
225,684,47,3,578.53,58.2
226,101,141,3,756.07,91.3
227,1460,140,5,300.72,55.2
228,1834,11,4,315.33,87.8
229,683,36,3,73.4,94.9
230,219,93,4,408.96,10.7
231,1925,64,5,86.6,16.8
232,1166,5,1,472.96,72.9
233,1512,105,5,10.26,52.3
234,1628,61,2,64.07,21.1
235,395,35,5,407.5,59.1
236,590,32,3,708.37,25.5
237,3,49,1,748.05,69.1
238,1668,64,5,136.79,4.0
239,1526,102,1,137.3,21.8
240,1177,29,1,830.82,1.4
241,423,32,4,869.46,32.5
242,1351,114,5,664.8,85.8
243,798,63,3,492.46,94.9
244,517,41,1,66.1,88.9
245,940,106,5,114.86,28.7
246,363,122,4,786.77,53.0
247,713,116,3,204.92,86.4
248,1974,123,4,224.46,90.5
249,481,142,4,512.15,93.4
250,1478,26,3,275.45,65.8
251,1529,146,-4,957.37,10.7
252,517,143,2,856.57,57.4
253,1888,136,2,8.35,95.9
254,1413,88,5,6.45,19.3
255,628,70,4,588.26,62.9
256,1968,92,5,100.61,47.2
257,502,87,3,360.1,75.9
258,1010,144,2,21.35,7.6
259,281,12,2,208.93,41.2
260,149,141,1,444.07,13.6
261,448,66,3,16.64,58.7
262,575,54,5,98.02,92.4
263,192,138,3,747.69,93.8
264,975,2,3,926.6,49.0
265,1630,26,4,93.27,58.3
266,569,90,1,934.98,75.3
267,337,147,1,26.25,27.5
268,322,46,2,199.88,20.9
269,944,58,1,620.55,3.1
270,1483,77,2,835.57,43.2
271,1708,2,2,175.52,3.5
272,1727,41,4,215.73,15.4
273,470,134,2,715.15,88.4
274,1846,150,5,984.49,88.6
275,1218,56,5,953.85,42.5
276,1628,67,4,608.25,92.6
277,1712,76,1,378.65,53.5
278,1792,33,5,901.33,23.0
279,1945,102,1,909.79,58.1
280,277,138,1,876.42,79.9
281,104,140,5,885.0,24.1
282,695,67,5,264.83,54.9
283,91,53,4,144.01,79.0
284,184,114,5,76.08,72.1
285,1511,71,3,992.79,33.8
286,24,7,1,863.57,72.3
287,338,49,5,483.38,80.5
288,1832,15,5,788.53,74.8
289,1473,81,2,382.15,11.5
290,1323,67,3,163.48,54.6
291,1369,74,5,493.68,91.0
292,360,11,3,317.54,46.9
293,958,13,1,7.78,26.1
294,708,133,3,278.7,15.0
295,252,69,2,514.12,99.1
296,101,44,3,786.21,37.5
297,1463,14,1,409.7,24.0
298,1258,91,5,787.59,1.7
299,1304,17,5,65.41,80.2
300,1773,136,4,128.64,55.6
301,11,67,3,962.34,64.4
302,971,64,4,518.09,37.8
303,1083,63,1,159.09,6.6
304,1268,134,3,573.56,66.9
305,835,63,3,880.05,75.6
306,1480,27,5,313.04,77.8
307,1789,75,1,945.73,63.2
308,1938,11,3,190.66,78.9
309,756,48,3,297.36,95.9
310,48,79,1,414.14,28.0
311,1180,6,5,773.18,73.1
312,1139,71,5,334.89,97.2
313,1704,88,1,42.35,68.7
314,1747,56,3,212.89,76.5
315,1697,81,5,884.06,12.2
316,1653,24,2,99.1,60.0
317,1478,51,1,244.89,9.1
318,1009,83,2,999.45,3.9
319,72,130,1,499.18,96.2
320,196,105,4,780.02,72.0
321,18,54,1,821.25,99.7
322,219,29,3,551.99,83.8
323,27,86,2,474.91,70.3
324,581,107,5,917.09,88.2
325,803,89,3,138.26,5.8
326,146,148,1,290.4,53.9
327,814,7,5,588.62,75.7
328,350,130,2,152.14,24.0
329,692,66,4,934.11,69.5
330,603,105,2,940.96,4.3
331,44,102,3,431.53,96.6
332,1064,33,1,429.38,84.7
333,1934,15,2,522.66,20.3
334,1812,7,5,389.35,68.5
335,1926,45,2,768.76,25.4
336,107,47,4,439.06,10.9
337,994,37,4,623.07,98.4
338,595,78,1,896.88,0.5
339,917,61,2,479.5,66.7
340,1831,12,5,215.9,64.5
341,255,95,1,454.28,69.4
342,98,145,5,582.94,6.5
343,1176,116,2,991.93,58.3
344,1549,108,5,767.8,57.3
345,1599,117,3,94.21,52.2
346,1605,146,3,251.96,33.0
347,44,146,5,620.69,97.5
348,359,58,2,297.96,14.1
349,828,15,5,410.78,70.0
350,969,31,2,459.9,41.8
351,1315,56,4,312.95,94.3
352,1065,93,5,651.94,89.9
353,1347,73,5,828.87,89.7
354,1818,145,1,611.96,34.1
355,1739,92,2,546.78,14.7
356,192,97,5,347.99,63.0
357,444,110,1,102.76,83.1
358,1570,81,2,573.65,98.0
359,516,103,2,543.76,24.1
360,637,11,5,855.36,83.3
361,1541,132,-2,437.08,39.1
362,129,100,1,506.38,7.5
363,1668,7,5,52.68,6.6
364,1254,19,3,858.55,32.1
365,1585,134,2,199.92,58.2
366,843,95,2,224.41,28.0
367,1015,73,4,393.78,5.8
368,1814,106,2,673.04,59.6
369,1138,126,1,726.36,82.6
370,1891,145,1,700.78,60.2
371,540,135,1,676.26,26.3
372,407,23,2,937.56,95.4
373,1465,103,2,113.17,54.5
374,22,43,2,679.64,7.9
375,778,109,1,241.78,51.3
376,272,147,4,976.55,37.6
377,917,140,1,300.24,26.5
378,1969,83,2,52.55,86.4
379,89,73,1,994.95,23.7
380,513,137,1,112.74,14.2
381,1620,44,4,915.59,7.5
382,1309,138,1,828.19,10.2
383,1064,140,4,343.44,83.0
384,1407,110,5,867.25,23.2
385,498,46,1,545.79,99.6
386,694,116,2,959.97,2.3
387,1206,110,5,405.77,92.7
388,980,128,1,239.77,40.5
389,301,1,1,379.24,14.4
390,351,90,2,331.25,15.9
391,1391,86,-3,541.38,44.7
392,543,19,4,525.22,77.0
393,1169,102,2,969.07,75.5
394,1142,69,5,239.04,62.3
395,1605,41,5,131.24,91.9
396,1636,59,1,664.0,54.2
397,1226,75,3,650.13,29.8
398,1733,17,5,649.03,28.4
399,1118,10,5,696.8,44.1
400,367,103,2,450.34,47.8
401,1991,116,-2,278.53,78.0
402,131,137,4,495.01,54.2
403,1177,40,4,837.86,12.9
404,402,10,4,791.58,53.2
405,2,61,4,371.84,69.6
406,1359,100,3,384.03,62.0
407,1166,32,1,172.08,90.0
408,1529,69,3,254.95,93.4
409,1216,91,4,827.34,61.1
410,506,148,2,847.51,79.0
411,456,147,2,934.86,34.0
412,164,87,3,723.81,93.2
413,1936,148,3,176.0,94.6
414,1423,95,2,106.71,86.0
415,218,95,5,368.98,95.2
416,539,144,4,327.75,61.0
417,1584,58,3,12.56,30.7
418,1798,20,5,926.69,11.3
419,992,134,2,833.86,33.4
420,1625,94,1,214.13,30.8
421,930,84,1,206.29,21.7
422,1269,122,2,729.2,95.1
423,1636,82,4,50.56,96.0
424,1734,28,2,287.06,77.0
425,1590,99,3,617.64,94.8
426,1212,16,5,607.05,83.5
427,14,61,3,845.48,52.7
428,714,36,4,935.5,55.7
429,1589,84,4,864.71,58.4
430,1545,72,4,302.16,16.8
431,692,72,5,543.64,34.0
432,1976,82,3,788.67,84.2
433,1029,31,2,967.8,81.2
434,681,2,1,883.08,4.3
435,763,60,2,77.38,23.6
436,1692,82,1,73.9,0.6
437,70,109,5,557.77,18.2
438,622,135,3,618.82,38.6
439,1468,57,4,425.96,89.9
440,1474,39,3,748.17,13.0
441,1513,74,2,213.11,95.9
442,1650,28,2,738.36,19.0
443,410,2,5,628.78,62.4
444,1513,134,1,248.52,26.2
445,1470,7,5,534.85,76.7
446,1447,46,1,787.99,90.0
447,658,93,3,564.23,26.6
448,317,84,5,146.73,9.0
449,1751,142,4,244.88,10.2
450,1780,31,2,647.19,17.6
451,441,56,2,926.17,65.5
452,1960,45,1,159.42,95.5
453,439,26,4,734.14,79.9
454,1199,61,1,555.37,14.4
455,666,63,3,790.4,85.6
456,656,69,5,420.79,48.9
457,1510,101,4,293.39,94.2
458,535,128,3,613.16,72.5
459,916,150,5,441.6,18.7
460,144,64,2,668.39,59.6
461,1866,55,4,492.88,89.5
462,1187,133,5,246.81,14.9
463,1542,94,1,400.15,79.1
464,1123,12,2,268.99,55.4
465,1925,130,4,864.3,43.8
466,1420,92,3,188.73,63.7
467,125,72,1,978.1,23.6
468,168,147,5,324.13,46.0
469,1786,147,2,899.05,86.8
470,306,90,5,665.69,9.2
471,568,51,5,912.1,57.7
472,170,128,2,97.46,96.7
473,100,30,2,211.21,11.8
474,1435,36,4,58.24,60.6
475,183,104,1,108.98,91.3
476,1265,88,1,663.41,92.6
477,1910,55,2,41.84,57.2
478,691,46,2,458.07,87.7
479,1591,73,5,180.26,9.0
480,1144,36,4,922.32,86.0
481,669,74,2,378.7,1.7
482,397,90,3,722.97,84.0
483,1520,55,1,717.09,56.9
484,1596,5,5,777.48,22.9
485,291,92,3,551.95,54.0
486,1562,7,2,263.06,7.5
487,320,124,1,930.53,42.2
488,332,127,4,281.54,16.6
489,908,6,1,415.28,13.0
490,1088,67,1,953.15,15.9
491,1294,74,1,37.22,5.9
492,744,145,4,914.64,64.0
493,1829,95,3,445.6,67.7
494,762,45,3,946.04,25.1
495,281,1,3,115.01,55.5
496,1633,54,5,31.51,91.1
497,1135,103,2,279.79,94.3
498,868,4,5,519.27,81.2
499,918,8,1,869.09,10.8
500,125,131,4,47.24,45.3
501,947,13,2,813.93,28.8
502,1954,52,3,802.02,17.5
503,51,47,1,352.19,85.9
504,916,65,4,498.69,20.5
505,684,52,2,608.93,15.7
506,1923,112,4,890.19,43.7
507,724,62,5,831.54,69.9
508,66,104,1,417.73,10.0
509,1284,18,-5,796.13,5.1
510,1366,65,4,42.16,74.9
511,484,142,5,72.6,71.5
512,1758,81,3,253.04,99.7
513,1607,129,2,42.71,59.0
514,1225,102,4,784.41,52.9
515,459,113,1,686.73,81.4
516,1140,98,3,955.67,14.8
517,1951,147,1,269.84,23.3
518,661,132,4,671.38,59.5
519,1868,115,1,807.98,6.7
520,541,36,2,31.18,46.7
521,1679,28,5,93.58,5.5
522,1363,67,1,99.6,93.1
523,1933,147,1,515.39,50.4
524,1198,29,4,88.08,44.4
525,1713,75,5,928.16,50.8
526,1744,103,1,894.69,30.4
527,1553,92,1,524.34,73.7
528,902,3,5,541.4,6.2
529,1107,82,1,475.91,9.4
530,1725,22,2,303.06,40.3
531,1369,131,1,891.53,67.4
532,1621,109,2,561.89,50.5
533,1541,123,4,666.26,5.0
534,727,67,2,905.2,8.8
535,231,127,3,900.09,64.2
536,582,86,5,724.25,35.4
537,943,102,5,185.82,64.0
538,1897,73,4,835.91,37.6
539,1476,110,3,30.49,45.3
540,133,144,-4,341.33,38.6
541,1912,63,3,826.39,40.7
542,257,147,1,960.35,77.9
543,820,59,5,616.01,88.0
544,530,135,4,447.95,57.6
545,1277,19,1,218.38,83.0
546,1550,42,2,998.59,87.3
547,222,105,2,894.97,34.2
548,90,131,3,98.92,33.2
549,45,72,2,751.72,49.6
550,1263,9,1,873.68,69.7
551,1614,17,5,472.7,74.0
552,1908,33,1,701.69,59.5
553,1120,1,1,866.97,46.2
554,199,70,3,416.63,84.8
555,464,101,3,628.46,94.7
556,1263,64,5,700.39,58.2
557,1126,130,4,384.26,31.2
558,185,67,3,979.0,80.4
559,255,47,5,63.3,68.7
560,740,98,2,889.71,4.4
561,972,16,1,230.93,59.6
562,1138,81,4,252.31,97.6
563,205,84,5,375.53,5.6
564,101,147,1,304.63,13.6
565,1189,76,3,920.91,99.9
566,562,111,5,500.02,5.0
567,537,80,-2,318.17,86.5
568,908,8,3,573.35,78.3
569,654,130,2,806.24,2.9
570,1756,104,3,876.51,78.3
571,378,75,4,58.92,39.6
572,1246,14,3,14.11,93.2
573,1753,39,2,297.64,96.3
574,877,122,4,314.06,13.4
575,138,21,-4,180.99,70.9
576,763,65,5,535.74,51.7
577,123,138,1,19.94,47.5
578,812,144,4,132.21,87.5
579,1220,4,3,931.33,27.3
580,1472,43,4,640.4,42.5
581,228,136,2,254.97,73.5
582,701,99,2,867.07,53.2
583,718,68,2,948.25,17.5
584,1376,60,5,505.95,87.9
585,1541,110,3,258.19,65.3
586,957,51,3,846.28,7.7
587,397,115,2,289.04,53.7
588,1498,22,4,453.5,90.1
589,423,43,2,491.84,3.1
590,1137,44,5,820.55,89.8
591,26,18,5,608.71,38.7
592,86,50,3,38.03,60.9
593,471,129,3,830.59,26.7
594,678,4,2,40.59,92.1
595,1300,102,1,443.34,50.5
596,138,45,4,282.46,25.4
597,737,14,3,826.72,21.0
598,741,56,1,453.08,78.4
599,1315,32,3,151.35,45.6
600,1354,99,3,804.89,56.8
601,1201,40,5,885.38,76.4
602,627,35,3,838.32,10.5
603,1395,60,2,41.25,9.0
604,1226,98,5,711.92,17.5
605,418,116,5,166.92,23.5
606,212,141,2,502.47,39.2
607,1933,45,5,519.5,51.5
608,1184,43,5,149.98,4.5
609,380,1,2,21.2,69.2
610,889,8,4,510.38,63.1
611,1144,32,4,16.15,8.4
612,764,74,4,66.4,72.5
613,593,22,3,591.68,75.5
614,566,141,4,643.31,19.5
615,1775,26,5,39.69,19.9
616,35,104,4,916.42,0.4
617,572,98,3,440.35,7.5
618,1412,100,1,424.97,9.2
619,1326,77,4,868.17,70.9
620,1827,1,2,808.72,54.2
621,1258,121,5,46.75,61.5
622,1151,141,2,206.29,55.4
623,1487,104,5,163.51,60.7
624,1082,143,2,557.64,89.8
625,968,125,5,782.68,7.3
626,1645,93,5,456.27,7.8
627,773,61,1,130.87,94.3
628,1805,134,3,579.43,83.1
629,31,142,3,855.51,76.1
630,1171,19,3,785.05,36.1
631,1990,117,1,294.33,9.0
632,1000,48,3,785.14,9.7
633,1710,24,5,610.51,59.2
634,893,37,3,605.14,47.8
635,153,68,4,722.4,36.6
636,216,76,5,375.98,83.3
637,892,148,5,145.83,84.5
638,1701,5,1,938.41,5.0
639,450,14,3,462.06,21.1
640,1736,129,4,167.14,56.0
641,1477,23,-3,488.05,65.2
642,1059,68,2,718.49,24.0
643,860,139,1,924.58,79.5
644,987,90,1,943.26,64.1
645,121,96,1,974.85,61.0
646,1815,23,1,318.41,42.7
647,90,113,3,57.97,57.0
648,68,111,4,595.68,68.0
649,2008,23,3,877.87,57.4
650,1457,59,3,811.67,14.1
651,960,147,4,217.27,85.7
652,1219,121,3,767.16,41.3
653,1965,132,5,926.07,97.7
654,637,19,5,40.34,33.2
655,1587,104,5,225.67,18.3
656,608,93,2,440.66,52.4
657,496,39,3,423.57,6.0
658,1118,110,4,450.57,58.8
659,1470,139,3,505.86,54.7
660,652,77,2,408.86,13.8
661,685,114,1,927.38,70.5
662,920,21,5,367.4,39.7
663,375,139,1,937.23,90.2
664,88,80,4,731.97,66.6
665,1822,22,2,996.8,46.3
666,795,5,1,146.61,80.5
667,912,46,4,172.35,2.4
668,760,69,2,700.14,8.3
669,2,47,1,440.55,31.4
670,1159,16,3,15.52,86.0
671,1433,29,1,340.57,86.3
672,1857,67,3,442.95,89.1
673,898,127,3,104.39,44.3
674,265,13,4,931.1,70.8
675,750,17,1,52.9,98.3
676,1388,78,5,774.0,1.2
677,1186,90,-1,130.43,3.1
678,94,73,5,69.09,54.3
679,1864,87,1,881.1,61.7
680,1118,63,3,909.76,68.6
681,94,9,3,64.03,96.4
682,1183,102,1,573.34,94.3
683,1122,100,1,718.54,47.8
684,1425,129,2,270.72,68.0
685,1959,146,2,849.04,30.7
686,768,101,-2,493.32,37.7
687,322,56,3,164.88,34.8
688,1011,81,2,258.83,89.9
689,217,48,4,584.2,62.8
690,1173,57,2,311.18,85.6
691,1510,108,1,839.74,4.6
692,1305,106,5,512.88,24.3
693,1850,101,1,446.85,79.5
694,14,86,3,957.9,92.4
695,1545,140,5,453.89,85.7
696,180,109,2,315.13,39.5
697,1727,46,2,798.35,88.5
698,758,20,3,259.56,98.3
699,1424,114,5,118.96,80.1
700,463,49,-5,434.29,95.7
701,1629,44,5,72.19,90.7
702,255,126,5,724.18,68.6
703,889,129,1,439.35,53.6
704,1128,81,1,571.13,46.4
705,343,133,1,49.23,5.0
706,696,56,2,71.83,97.9
707,317,123,5,899.72,80.4
708,1970,25,3,995.45,13.8
709,977,46,-2,553.44,61.5
710,1281,40,2,63.86,8.9
711,571,135,2,749.03,6.6
712,1960,51,3,702.6,67.3
713,1505,54,1,978.78,27.7
714,306,34,2,718.35,49.8
715,261,50,1,46.22,77.7
716,192,13,4,410.12,39.6
717,2001,60,3,935.23,44.0
718,815,138,5,228.12,76.8
719,1335,23,2,418.63,88.3
720,1521,97,1,865.86,4.1
721,1193,8,5,267.35,84.2
722,1682,100,3,394.92,15.1
723,1779,108,2,489.41,50.1
724,1142,107,3,842.23,90.7
725,1543,101,1,930.21,8.4
726,807,78,3,583.31,77.9
727,616,111,1,394.56,19.6
728,1578,146,2,419.75,0.9
729,772,34,2,847.28,38.5
730,1709,38,1,259.45,78.6
731,1884,143,3,696.95,26.7
732,1391,11,5,536.13,49.3
733,1947,105,5,151.78,24.0
734,1681,147,1,684.28,26.4
735,694,73,2,947.5,97.4
736,749,61,1,228.79,26.1
737,1670,62,1,82.16,70.6
738,1370,8,5,376.99,71.9
739,957,145,4,676.76,49.9
740,823,69,5,723.14,94.3
741,688,62,2,439.4,56.4
742,555,129,4,385.4,80.7
743,1856,46,3,346.54,37.0
744,1861,79,1,510.51,81.5
745,818,96,5,577.84,39.7
746,373,62,1,18.48,87.0
747,491,31,3,269.37,38.5
748,586,68,1,652.41,58.4
749,1838,30,2,304.49,31.7
750,1472,106,1,223.91,77.0
751,1969,32,-1,498.2,53.1
752,343,21,2,371.52,54.9
753,1910,41,5,213.07,81.6
754,1514,130,2,798.52,26.0
755,1333,128,4,198.03,96.5
756,1913,106,1,797.65,87.5
757,456,34,4,579.42,40.0
758,386,29,2,282.26,6.2
759,1895,113,3,932.77,6.3
760,753,12,3,41.18,92.1
761,1398,17,2,312.64,32.0
762,1937,7,2,606.19,22.7
763,1622,56,1,764.25,52.9
764,178,9,4,202.47,19.8
765,719,101,2,180.13,72.1
766,382,125,5,785.17,34.4
767,1980,55,5,910.0,14.8
768,1420,49,4,894.15,60.3
769,589,57,3,782.95,22.6
770,875,9,1,472.19,9.2
771,2000,48,4,392.14,49.8
772,1566,52,5,384.23,9.9
773,320,142,4,226.15,96.3
774,1295,127,2,667.89,84.2
775,1449,67,3,780.45,47.8
776,1544,54,3,979.78,96.4
777,313,131,2,21.8,10.6
778,520,145,2,158.51,81.6
779,1293,91,2,408.0,37.7
780,1266,13,3,900.72,24.2
781,1619,63,4,71.34,64.8
782,557,126,4,279.4,82.8
783,1371,144,3,950.03,77.2
784,664,19,-2,223.65,38.5
785,118,103,5,233.09,82.8
786,749,71,4,791.8,4.5
787,1165,18,1,371.45,42.8
788,148,88,1,333.3,27.2
789,1374,97,1,594.46,21.2
790,1121,48,4,64.9,80.3
791,38,41,3,668.33,7.1
792,1017,23,1,153.92,7.3
793,499,104,4,465.44,56.7
794,75,122,5,219.54,16.5
795,991,48,2,136.19,65.2
796,58,148,4,964.02,53.5
797,1116,54,4,941.0,68.5
798,1431,24,3,631.82,38.2
799,64,149,5,638.75,18.2
800,94,18,2,355.21,2.4
801,1654,73,4,565.23,45.6
802,983,1,1,144.58,96.8
803,628,112,3,498.93,29.8
804,922,23,3,422.69,20.1
805,874,85,1,37.86,40.7
806,1432,10,2,590.92,38.6
807,874,119,5,444.17,11.0
808,1332,98,3,226.63,20.6
809,1216,46,4,371.17,11.0
810,948,110,4,303.21,98.7
811,1258,144,3,841.29,76.3
812,715,112,3,251.77,97.2
813,1792,79,3,710.49,78.6
814,626,146,5,928.36,58.9
815,497,116,3,288.66,57.5
816,840,144,-3,175.48,22.5
817,1026,123,4,724.93,21.9
818,1675,134,5,584.72,93.4
819,323,147,1,448.32,6.1
820,1763,123,4,330.19,89.9
821,395,106,3,373.69,47.3
822,1760,3,2,47.7,27.8
823,624,38,4,724.92,22.3
824,57,92,2,111.1,77.9
825,1770,101,4,865.0,52.9
826,390,121,3,964.02,55.5
827,1652,56,1,944.66,26.1
828,612,84,2,399.57,22.1
829,1914,13,5,885.59,29.7
830,1698,35,4,38.32,24.9
831,600,54,2,657.74,1.9
832,924,102,5,782.52,54.0
833,1131,37,3,571.24,28.1
834,1965,23,1,648.4,97.2
835,586,49,1,993.58,30.2
836,120,94,2,947.51,16.3
837,1249,87,3,185.27,75.2
838,1544,35,2,522.71,15.3
839,20,85,-2,404.27,99.2
840,1798,57,1,201.28,40.8
841,1504,110,1,784.4,36.5
842,897,123,4,611.62,34.7
843,511,95,1,214.56,7.8
